PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1,CP,CE,SE
0.63,0.17,0.22,1.11,0.71,2.22,-4.99,,,,,,,,,,
0.62,0.17,0.22,1.12,0.72,2.23,-4.95,,,,,,,,,,
0.61,0.18,0.21,1.13,0.72,2.24,-4.9,,,,,,,,,,
0.6,0.18,0.21,1.14,0.73,2.24,-4.85,,,,,,,,,,
0.59,0.19,0.21,1.15,0.74,2.25,-4.8,,,,,,,,,,
0.58,0.19,0.21,1.16,0.75,2.26,-4.75,,,,,,,,,,
0.58,0.19,0.21,1.17,0.75,2.26,-4.69,,,,,,,,,,
0.57,0.2,0.21,1.18,0.76,2.27,-4.64,,,,,,,,,,
0.56,0.2,0.21,1.19,0.77,2.28,-4.59,1.06,1.6,,,,,,,,
0.55,0.21,0.21,1.2,0.78,2.28,-4.53,,,,,,,,,,
0.54,0.21,0.2,1.21,0.78,2.29,-4.47,,,,,,,,,,
0.53,0.22,0.2,1.22,0.79,2.29,-4.42,,,,,,,,,,
0.52,0.22,0.2,1.23,0.8,2.3,-4.36,,,,,,,,,,
0.51,0.23,0.2,1.24,0.81,2.31,-4.3,,,,,,,,,,
0.5,0.23,0.2,1.25,0.82,2.31,-4.24,,,,,,,,,,
0.5,0.24,0.2,1.26,0.82,2.32,-4.18,,,,,,,,,,
0.49,0.24,0.2,1.27,0.83,2.32,-4.12,,,,,,,,,,
0.48,0.25,0.2,1.28,0.84,2.33,-4.06,,,,,,,,,,
0.47,0.25,0.2,1.29,0.85,2.33,-3.99,0.97,1.65,,,,,,,,
0.46,0.26,0.2,1.3,0.86,2.34,-3.93,,,,,,,,,,
0.45,0.26,0.2,1.31,0.87,2.35,-3.86,,,,,,,,,,
0.44,0.27,0.2,1.32,0.87,2.35,-3.8,,,,,,,,,,
0.44,0.27,0.2,1.33,0.88,2.36,-3.73,,,,,,,,,,
0.43,0.28,0.2,1.34,0.89,2.36,-3.66,,,,,,,,,,
0.42,0.29,0.2,1.35,0.9,2.37,-3.6,,,,,,,,,,
0.41,0.29,0.2,1.36,0.91,2.37,-3.53,,,,,,,,,,
0.4,0.3,0.2,1.37,0.92,2.38,-3.46,,,,,,,,,,
0.4,0.3,0.2,1.38,0.93,2.38,-3.39,,,,,,,,,,
0.39,0.31,0.2,1.39,0.94,2.39,-3.31,0.89,1.71,,,,,,,,
0.38,0.32,0.2,1.4,0.94,2.39,-3.24,,,,,,,,,,
0.37,0.32,0.21,1.41,0.95,2.39,-3.17,,,,,,,,,,
0.36,0.33,0.21,1.42,0.96,2.4,-3.09,,,,,,,,,,
0.36,0.33,0.21,1.43,0.97,2.4,-3.02,,,,,,,,,,
0.35,0.34,0.21,1.44,0.98,2.41,-2.94,,,,,,,,,,
0.34,0.35,0.21,1.45,0.99,2.41,-2.87,,,,,,,,,,
0.33,0.35,0.21,1.46,1.0,2.42,-2.79,,,,,,,,,,
0.33,0.36,0.21,1.47,1.01,2.42,-2.71,,,,,,,,,,
0.32,0.37,0.22,1.48,1.02,2.42,-2.63,,,,,,,,,,
0.31,0.37,0.22,1.49,1.03,2.43,-2.56,0.81,1.77,,,,,,,,
0.31,0.38,0.22,1.5,1.04,2.43,-2.48,,,,,,,,,,
0.3,0.39,0.22,1.51,1.04,2.43,-2.4,,,,,,,,,,
0.29,0.4,0.22,1.52,1.05,2.44,-2.31,,,,,,,,,,
0.28,0.4,0.23,1.53,1.06,2.44,-2.23,,,,,,,,,,
0.28,0.41,0.23,1.54,1.07,2.45,-2.15,,,,,,,,,,
0.27,0.42,0.23,1.55,1.08,2.45,-2.07,,,,,,,,,,
0.26,0.42,0.23,1.55,1.09,2.45,-1.98,,,,,,,,,,
0.26,0.43,0.24,1.56,1.1,2.45,-1.9,,,,,,,,,,
0.25,0.44,0.24,1.57,1.11,2.46,-1.81,,,,,,,,,,
0.24,0.45,0.24,1.58,1.12,2.46,-1.73,0.74,1.85,24.24,24.85,25.04,26.78,0.92,4.62,81.73,86.09
0.24,0.45,0.24,1.59,1.13,2.46,-1.64,,,,,,,,,,
0.23,0.46,0.25,1.6,1.14,2.47,-1.55,,,,,,,,,,
0.22,0.47,0.25,1.61,1.15,2.47,-1.47,,,,,,,,,,
0.22,0.48,0.25,1.62,1.16,2.47,-1.38,,,,,,,,,,
0.21,0.48,0.26,1.63,1.17,2.47,-1.29,,,,,,,,,,
0.21,0.49,0.26,1.64,1.18,2.48,-1.2,,,,,,,,,,
0.2,0.5,0.26,1.65,1.19,2.48,-1.11,,,,,,,,,,
0.19,0.51,0.27,1.66,1.2,2.48,-1.02,,,,,,,,,,
0.19,0.52,0.27,1.67,1.21,2.48,-0.93,,,,,,,,,,
0.18,0.53,0.27,1.68,1.22,2.48,-0.84,0.68,1.93,,,,,,,,
0.18,0.53,0.28,1.69,1.23,2.49,-0.74,,,,,,,,,,
0.17,0.54,0.28,1.7,1.24,2.49,-0.65,,,,,,,,,,
0.16,0.55,0.29,1.71,1.25,2.49,-0.56,,,,,,,,,,
0.16,0.56,0.29,1.71,1.26,2.49,-0.46,,,,,,,,,,
0.15,0.57,0.29,1.72,1.27,2.49,-0.37,,,,,,,,,,
0.15,0.58,0.3,1.73,1.28,2.49,-0.28,,,,,,,,,,
0.14,0.58,0.3,1.74,1.29,2.49,-0.18,,,,,,,,,,
0.14,0.59,0.31,1.75,1.3,2.49,-0.08,,,,,,,,,,
0.13,0.6,0.31,1.76,1.31,2.5,0.01,,,,,,,,,,
0.13,0.61,0.32,1.77,1.32,2.5,0.11,0.63,2.01,,,,,,,,
0.12,0.62,0.32,1.78,1.33,2.5,0.21,,,,,,,,,,
0.12,0.63,0.33,1.79,1.34,2.5,0.3,,,,,,,,,,
0.11,0.64,0.33,1.79,1.35,2.5,0.4,,,,,,,,,,
0.11,0.64,0.34,1.8,1.36,2.5,0.5,,,,,,,,,,
0.11,0.65,0.34,1.81,1.37,2.5,0.6,,,,,,,,,,
0.1,0.66,0.35,1.82,1.38,2.5,0.7,,,,,,,,,,
0.1,0.67,0.35,1.83,1.39,2.5,0.8,,,,,,,,,,
0.09,0.68,0.36,1.84,1.4,2.5,0.9,,,,,,,,,,
0.09,0.69,0.36,1.85,1.41,2.5,1.0,,,,,,,,,,
0.08,0.7,0.37,1.85,1.42,2.5,1.1,0.58,2.1,,,,,,,,
0.08,0.71,0.37,1.86,1.43,2.5,1.2,,,,,,,,,,
0.08,0.72,0.38,1.87,1.44,2.5,1.3,,,,,,,,,,
0.07,0.73,0.38,1.88,1.45,2.5,1.4,,,,,,,,,,
0.07,0.74,0.39,1.89,1.46,2.5,1.51,,,,,,,,,,
0.06,0.75,0.4,1.9,1.47,2.5,1.61,,,,,,,,,,
0.06,0.75,0.4,1.9,1.48,2.5,1.71,,,,,,,,,,
0.06,0.76,0.41,1.91,1.49,2.5,1.82,,,,,,,,,,
0.05,0.77,0.41,1.92,1.5,2.5,1.92,,,,,,,,,,
0.05,0.78,0.42,1.93,1.51,2.49,2.02,,,,,,,,,,
0.05,0.79,0.43,1.93,1.52,2.49,2.13,0.55,2.19,,,,,,,,
0.05,0.8,0.43,1.94,1.53,2.49,2.23,,,,,,,,,,
0.04,0.81,0.44,1.95,1.54,2.49,2.34,,,,,,,,,,
0.04,0.82,0.45,1.96,1.55,2.49,2.44,,,,,,,,,,
0.04,0.83,0.45,1.97,1.56,2.49,2.55,,,,,,,,,,
0.03,0.84,0.46,1.97,1.57,2.49,2.65,,,,,,,,,,
0.03,0.85,0.47,1.98,1.58,2.48,2.76,,,,,,,,,,
0.03,0.86,0.47,1.99,1.59,2.48,2.87,,,,,,,,,,
0.03,0.87,0.48,1.99,1.6,2.48,2.97,,,,,,,,,,
0.02,0.88,0.49,2.0,1.61,2.48,3.08,,,,,,,,,,
0.02,0.89,0.49,2.01,1.62,2.48,3.19,0.52,2.29,,,,,,,,
0.02,0.9,0.5,2.02,1.62,2.47,3.29,,,,,,,,,,
0.02,0.91,0.51,2.02,1.63,2.47,3.4,,,,,,,,,,
0.02,0.92,0.52,2.03,1.64,2.47,3.51,,,,,,,,,,
0.01,0.93,0.52,2.04,1.65,2.47,3.62,,,,,,,,,,
0.01,0.94,0.53,2.04,1.66,2.46,3.73,,,,,,,,,,
0.01,0.95,0.54,2.05,1.67,2.46,3.83,,,,,,,,,,
0.01,0.96,0.55,2.06,1.68,2.46,3.94,,,,,,,,,,
0.01,0.97,0.55,2.06,1.69,2.46,4.05,,,,,,,,,,
0.01,0.98,0.56,2.07,1.7,2.45,4.16,,,,,,,,,,
0.01,0.99,0.57,2.08,1.71,2.45,4.27,0.51,2.39,,,,,,,,
0.01,1.0,0.58,2.08,1.72,2.45,4.38,,,,,,,,,,
0.0,1.01,0.58,2.09,1.73,2.44,4.49,,,,,,,,,,
0.0,1.02,0.59,2.09,1.74,2.44,4.6,,,,,,,,,,
0.0,1.03,0.6,2.1,1.75,2.44,4.71,,,,,,,,,,
0.0,1.04,0.61,2.11,1.76,2.43,4.82,,,,,,,,,,
0.0,1.05,0.62,2.11,1.77,2.43,4.92,,,,,,,,,,
0.0,1.06,0.62,2.12,1.78,2.43,5.03,,,,,,,,,,
0.0,1.07,0.63,2.12,1.79,2.42,5.14,,,,,,,,,,
0.0,1.08,0.64,2.13,1.8,2.42,5.25,,,,,,,,,,
0.0,1.09,0.65,2.13,1.8,2.41,5.36,0.5,2.49,,,,,,,,
0.0,1.1,0.66,2.14,1.81,2.41,5.47,,,,,,,,,,
0.0,1.11,0.67,2.15,1.82,2.41,5.58,,,,,,,,,,
0.0,1.12,0.67,2.15,1.83,2.4,5.69,,,,,,,,,,
0.0,1.13,0.68,2.16,1.84,2.4,5.8,,,,,,,,,,
0.0,1.14,0.69,2.16,1.85,2.39,5.91,,,,,,,,,,
0.0,1.15,0.7,2.17,1.86,2.39,6.02,,,,,,,,,,
0.0,1.16,0.71,2.17,1.87,2.38,6.13,,,,,,,,,,
0.0,1.17,0.72,2.18,1.88,2.38,6.24,,,,,,,,,,
0.0,1.18,0.73,2.18,1.89,2.37,6.35,,,,,,,,,,
0.0,1.19,0.74,2.19,1.89,2.37,6.46,0.5,2.59,,,,,,,,
0.0,1.2,0.74,2.19,1.9,2.36,6.57,,,,,,,,,,
0.01,1.21,0.75,2.19,1.91,2.36,6.68,,,,,,,,,,
0.01,1.22,0.76,2.2,1.92,2.35,6.8,,,,,,,,,,
0.01,1.23,0.77,2.2,1.93,2.35,6.91,,,,,,,,,,
0.01,1.24,0.78,2.21,1.94,2.34,7.01,,,,,,,,,,
0.01,1.25,0.79,2.21,1.95,2.34,7.12,,,,,,,,,,
0.01,1.26,0.8,2.22,1.95,2.33,7.23,,,,,,,,,,
0.01,1.27,0.81,2.22,1.96,2.33,7.34,,,,,,,,,,
0.02,1.28,0.82,2.22,1.97,2.32,7.45,,,,,,,,,,
0.02,1.29,0.83,2.23,1.98,2.32,7.56,0.52,2.69,,,,,,,,
0.02,1.3,0.84,2.23,1.99,2.31,7.67,,,,,,,,,,
0.02,1.31,0.84,2.23,1.99,2.3,7.78,,,,,,,,,,
0.02,1.32,0.85,2.24,2.0,2.3,7.89,,,,,,,,,,
0.03,1.33,0.86,2.24,2.01,2.29,8.0,,,,,,,,,,
0.03,1.34,0.87,2.25,2.02,2.29,8.11,,,,,,,,,,
0.03,1.35,0.88,2.25,2.03,2.28,8.22,,,,,,,,,,
0.03,1.35,0.89,2.25,2.03,2.27,8.33,,,,,,,,,,
0.04,1.36,0.9,2.25,2.04,2.27,8.44,,,,,,,,,,
0.04,1.37,0.91,2.26,2.05,2.26,8.54,,,,,,,,,,
0.04,1.38,0.92,2.26,2.06,2.25,8.65,0.54,2.78,24.04,25.78,25.72,27.46,0.9,4.52,86.42,87.18
0.04,1.39,0.93,2.26,2.06,2.25,8.76,,,,,,,,,,
0.05,1.4,0.94,2.27,2.07,2.24,8.87,,,,,,,,,,
0.05,1.41,0.95,2.27,2.08,2.23,8.98,,,,,,,,,,
0.05,1.42,0.96,2.27,2.09,2.23,9.08,,,,,,,,,,
0.06,1.43,0.97,2.27,2.09,2.22,9.19,,,,,,,,,,
0.06,1.44,0.98,2.28,2.1,2.21,9.3,,,,,,,,,,
0.06,1.45,0.99,2.28,2.11,2.21,9.4,,,,,,,,,,
0.07,1.46,1.0,2.28,2.12,2.2,9.51,,,,,,,,,,
0.07,1.47,1.01,2.28,2.12,2.19,9.62,,,,,,,,,,
0.07,1.48,1.02,2.28,2.13,2.18,9.72,0.57,2.88,,,,,,,,
0.08,1.49,1.03,2.29,2.14,2.18,9.83,,,,,,,,,,
0.08,1.5,1.04,2.29,2.14,2.17,9.93,,,,,,,,,,
0.09,1.51,1.05,2.29,2.15,2.16,10.04,,,,,,,,,,
0.09,1.51,1.06,2.29,2.16,2.15,10.14,,,,,,,,,,
0.09,1.52,1.07,2.29,2.16,2.15,10.25,,,,,,,,,,
0.1,1.53,1.08,2.29,2.17,2.14,10.35,,,,,,,,,,
0.1,1.54,1.09,2.29,2.18,2.13,10.46,,,,,,,,,,
0.11,1.55,1.1,2.29,2.18,2.12,10.56,,,,,,,,,,
0.11,1.56,1.11,2.3,2.19,2.12,10.66,,,,,,,,,,
0.12,1.57,1.12,2.3,2.19,2.11,10.77,0.62,2.97,,,,,,,,
0.12,1.58,1.13,2.3,2.2,2.1,10.87,,,,,,,,,,
0.13,1.59,1.14,2.3,2.21,2.09,10.97,,,,,,,,,,
0.13,1.59,1.15,2.3,2.21,2.08,11.07,,,,,,,,,,
0.14,1.6,1.16,2.3,2.22,2.08,11.17,,,,,,,,,,
0.14,1.61,1.17,2.3,2.22,2.07,11.28,,,,,,,,,,
0.15,1.62,1.18,2.3,2.23,2.06,11.38,,,,,,,,,,
0.15,1.63,1.19,2.3,2.23,2.05,11.48,,,,,,,,,,
0.16,1.64,1.2,2.3,2.24,2.04,11.58,,,,,,,,,,
0.16,1.65,1.21,2.3,2.25,2.03,11.68,,,,,,,,,,
0.17,1.65,1.22,2.3,2.25,2.03,11.77,0.67,3.05,,,,,,,,
0.17,1.66,1.23,2.3,2.26,2.02,11.87,,,,,,,,,,
0.18,1.67,1.24,2.3,2.26,2.01,11.97,,,,,,,,,,
0.18,1.68,1.25,2.3,2.27,2.0,12.07,,,,,,,,,,
0.19,1.69,1.26,2.3,2.27,1.99,12.17,,,,,,,,,,
0.2,1.7,1.27,2.3,2.28,1.98,12.26,,,,,,,,,,
0.2,1.7,1.28,2.3,2.28,1.97,12.36,,,,,,,,,,
0.21,1.71,1.29,2.3,2.29,1.97,12.46,,,,,,,,,,
0.21,1.72,1.3,2.3,2.29,1.96,12.55,,,,,,,,,,
0.22,1.73,1.31,2.29,2.29,1.95,12.65,,,,,,,,,,
0.23,1.73,1.32,2.29,2.3,1.94,12.74,0.73,3.13,,,,,,,,
0.23,1.74,1.33,2.29,2.3,1.93,12.83,,,,,,,,,,
0.24,1.75,1.34,2.29,2.31,1.92,12.93,,,,,,,,,,
0.25,1.76,1.35,2.29,2.31,1.91,13.02,,,,,,,,,,
0.25,1.77,1.36,2.29,2.32,1.9,13.11,,,,,,,,,,
0.26,1.77,1.37,2.29,2.32,1.89,13.2,,,,,,,,,,
0.27,1.78,1.38,2.28,2.32,1.88,13.29,,,,,,,,,,
0.27,1.79,1.39,2.28,2.33,1.87,13.38,,,,,,,,,,
0.28,1.79,1.4,2.28,2.33,1.87,13.47,,,,,,,,,,
0.29,1.8,1.41,2.28,2.33,1.86,13.56,,,,,,,,,,
0.29,1.81,1.42,2.28,2.34,1.85,13.65,0.79,3.21,,,,,,,,
0.3,1.82,1.42,2.27,2.34,1.84,13.74,,,,,,,,,,
0.31,1.82,1.43,2.27,2.34,1.83,13.83,,,,,,,,,,
0.32,1.83,1.44,2.27,2.35,1.82,13.91,,,,,,,,,,
0.32,1.84,1.45,2.27,2.35,1.81,14.0,,,,,,,,,,
0.33,1.84,1.46,2.26,2.35,1.8,14.08,,,,,,,,,,
0.34,1.85,1.47,2.26,2.36,1.79,14.17,,,,,,,,,,
0.35,1.86,1.48,2.26,2.36,1.78,14.25,,,,,,,,,,
0.35,1.86,1.49,2.26,2.36,1.77,14.34,,,,,,,,,,
0.36,1.87,1.5,2.25,2.37,1.76,14.42,,,,,,,,,,
0.37,1.88,1.51,2.25,2.37,1.75,14.5,0.87,3.28,,,,,,,,
0.38,1.88,1.52,2.25,2.37,1.74,14.58,,,,,,,,,,
0.38,1.89,1.53,2.24,2.37,1.73,14.66,,,,,,,,,,
0.39,1.89,1.54,2.24,2.38,1.72,14.74,,,,,,,,,,
0.4,1.9,1.55,2.24,2.38,1.71,14.82,,,,,,,,,,
0.41,1.91,1.56,2.23,2.38,1.7,14.9,,,,,,,,,,
0.42,1.91,1.57,2.23,2.38,1.69,14.98,,,,,,,,,,
0.42,1.92,1.58,2.23,2.38,1.68,15.06,,,,,,,,,,
0.43,1.92,1.59,2.22,2.38,1.67,15.13,,,,,,,,,,
0.44,1.93,1.6,2.22,2.39,1.66,15.21,,,,,,,,,,
0.45,1.93,1.6,2.21,2.39,1.65,15.28,0.95,3.33,,,,,,,,
0.46,1.94,1.61,2.21,2.39,1.64,15.36,,,,,,,,,,
0.47,1.95,1.62,2.21,2.39,1.63,15.43,,,,,,,,,,
0.47,1.95,1.63,2.2,2.39,1.62,15.5,,,,,,,,,,
0.48,1.96,1.64,2.2,2.39,1.61,15.57,,,,,,,,,,
0.49,1.96,1.65,2.19,2.39,1.6,15.64,,,,,,,,,,
0.5,1.97,1.66,2.19,2.4,1.59,15.71,,,,,,,,,,
0.51,1.97,1.67,2.18,2.4,1.58,15.78,,,,,,,,,,
0.52,1.98,1.68,2.18,2.4,1.57,15.85,,,,,,,,,,
0.53,1.98,1.69,2.17,2.4,1.56,15.92,,,,,,,,,,
0.54,1.99,1.69,2.17,2.4,1.55,15.98,1.04,3.39,,,,,,,,
0.54,1.99,1.7,2.16,2.4,1.54,16.05,,,,,,,,,,
0.55,1.99,1.71,2.16,2.4,1.53,16.11,,,,,,,,,,
0.56,2.0,1.72,2.15,2.4,1.52,16.18,,,,,,,,,,
0.57,2.0,1.73,2.15,2.4,1.51,16.24,,,,,,,,,,
0.58,2.01,1.74,2.14,2.4,1.5,16.3,,,,,,,,,,
0.59,2.01,1.75,2.14,2.4,1.49,16.36,,,,,,,,,,
0.6,2.02,1.75,2.13,2.4,1.48,16.42,,,,,,,,,,
0.61,2.02,1.76,2.13,2.4,1.47,16.48,,,,,,,,,,
0.62,2.02,1.77,2.12,2.4,1.46,16.54,,,,,,,,,,
0.63,2.03,1.78,2.12,2.4,1.45,16.6,1.13,3.43,,,,,,,,
0.64,2.03,1.79,2.11,2.4,1.44,16.65,,,,,,,,,,
0.64,2.03,1.79,2.1,2.4,1.43,16.71,,,,,,,,,,
0.65,2.04,1.8,2.1,2.4,1.42,16.76,,,,,,,,,,
0.66,2.04,1.81,2.09,2.4,1.41,16.82,,,,,,,,,,
0.67,2.05,1.82,2.09,2.4,1.4,16.87,,,,,,,,,,
0.68,2.05,1.83,2.08,2.39,1.39,16.92,,,,,,,,,,
0.69,2.05,1.83,2.07,2.39,1.38,16.97,,,,,,,,,,
0.7,2.05,1.84,2.07,2.39,1.37,17.02,,,,,,,,,,
0.71,2.06,1.85,2.06,2.39,1.36,17.07,,,,,,,,,,
0.72,2.06,1.86,2.05,2.39,1.35,17.11,1.22,3.46,24.72,26.46,26.66,27.25,0.97,4.86,89.8,90.86
0.73,2.06,1.86,2.05,2.39,1.34,17.16,,,,,,,,,,
0.74,2.07,1.87,2.04,2.39,1.33,17.21,,,,,,,,,,
0.75,2.07,1.88,2.03,2.38,1.32,17.25,,,,,,,,,,
0.76,2.07,1.89,2.03,2.38,1.32,17.29,,,,,,,,,,
0.77,2.07,1.89,2.02,2.38,1.31,17.33,,,,,,,,,,
0.78,2.08,1.9,2.01,2.38,1.3,17.38,,,,,,,,,,
0.79,2.08,1.91,2.01,2.38,1.29,17.42,,,,,,,,,,
0.8,2.08,1.92,2.0,2.37,1.28,17.45,,,,,,,,,,
0.81,2.08,1.92,1.99,2.37,1.27,17.49,,,,,,,,,,
0.82,2.08,1.93,1.98,2.37,1.26,17.53,1.32,3.48,,,,,,,,
0.83,2.09,1.94,1.98,2.37,1.25,17.56,,,,,,,,,,
0.84,2.09,1.94,1.97,2.36,1.24,17.6,,,,,,,,,,
0.85,2.09,1.95,1.96,2.36,1.23,17.63,,,,,,,,,,
0.86,2.09,1.96,1.95,2.36,1.22,17.66,,,,,,,,,,
0.87,2.09,1.96,1.95,2.36,1.21,17.7,,,,,,,,,,
0.88,2.09,1.97,1.94,2.35,1.2,17.73,,,,,,,,,,
0.89,2.09,1.98,1.93,2.35,1.19,17.75,,,,,,,,,,
0.9,2.09,1.98,1.92,2.35,1.18,17.78,,,,,,,,,,
0.91,2.1,1.99,1.92,2.34,1.17,17.81,,,,,,,,,,
0.92,2.1,1.99,1.91,2.34,1.16,17.83,1.42,3.5,,,,,,,,
0.93,2.1,2.0,1.9,2.34,1.15,17.86,,,,,,,,,,
0.94,2.1,2.01,1.89,2.33,1.14,17.88,,,,,,,,,,
0.95,2.1,2.01,1.88,2.33,1.13,17.9,,,,,,,,,,
0.96,2.1,2.02,1.88,2.33,1.12,17.92,,,,,,,,,,
0.97,2.1,2.02,1.87,2.32,1.11,17.94,,,,,,,,,,
0.98,2.1,2.03,1.86,2.32,1.11,17.96,,,,,,,,,,
0.99,2.1,2.03,1.85,2.31,1.1,17.98,,,,,,,,,,
1.0,2.1,2.04,1.84,2.31,1.09,18.0,,,,,,,,,,
1.01,2.1,2.05,1.83,2.31,1.08,18.01,,,,,,,,,,
1.02,2.1,2.05,1.83,2.3,1.07,18.02,1.52,3.5,,,,,,,,
1.03,2.1,2.06,1.82,2.3,1.06,18.04,,,,,,,,,,
1.04,2.1,2.06,1.81,2.29,1.05,18.05,,,,,,,,,,
1.05,2.1,2.07,1.8,2.29,1.04,18.06,,,,,,,,,,
1.06,2.1,2.07,1.79,2.28,1.03,18.07,,,,,,,,,,
1.07,2.1,2.08,1.78,2.28,1.02,18.07,,,,,,,,,,
1.08,2.1,2.08,1.77,2.27,1.02,18.08,,,,,,,,,,
1.09,2.1,2.09,1.77,2.27,1.01,18.08,,,,,,,,,,
1.1,2.1,2.09,1.76,2.26,1.0,18.09,,,,,,,,,,
1.11,2.09,2.09,1.75,2.26,0.99,18.09,,,,,,,,,,
1.12,2.09,2.1,1.74,2.25,0.98,18.09,1.62,3.49,,,,,,,,
1.13,2.09,2.1,1.73,2.25,0.97,18.09,,,,,,,,,,
1.14,2.09,2.11,1.72,2.24,0.96,18.09,,,,,,,,,,
1.15,2.09,2.11,1.71,2.24,0.96,18.09,,,,,,,,,,
1.16,2.09,2.12,1.7,2.23,0.95,18.09,,,,,,,,,,
1.17,2.09,2.12,1.69,2.23,0.94,18.08,,,,,,,,,,
1.18,2.08,2.12,1.68,2.22,0.93,18.07,,,,,,,,,,
1.19,2.08,2.13,1.67,2.22,0.92,18.07,,,,,,,,,,
1.2,2.08,2.13,1.67,2.21,0.91,18.06,,,,,,,,,,
1.21,2.08,2.13,1.66,2.2,0.91,18.05,,,,,,,,,,
1.22,2.08,2.14,1.65,2.2,0.9,18.04,1.72,3.48,,,,,,,,
1.22,2.07,2.14,1.64,2.19,0.89,18.02,,,,,,,,,,
1.23,2.07,2.14,1.63,2.19,0.88,18.01,,,,,,,,,,
1.24,2.07,2.15,1.62,2.18,0.87,18.0,,,,,,,,,,
1.25,2.07,2.15,1.61,2.17,0.87,17.98,,,,,,,,,,
1.26,2.06,2.15,1.6,2.17,0.86,17.96,,,,,,,,,,
1.27,2.06,2.16,1.59,2.16,0.85,17.94,,,,,,,,,,
1.28,2.06,2.16,1.58,2.15,0.84,17.92,,,,,,,,,,
1.29,2.06,2.16,1.57,2.15,0.84,17.9,,,,,,,,,,
1.3,2.05,2.17,1.56,2.14,0.83,17.88,,,,,,,,,,
1.31,2.05,2.17,1.55,2.13,0.82,17.85,1.81,3.45,,,,,,,,
1.32,2.05,2.17,1.54,2.13,0.81,17.83,,,,,,,,,,
1.33,2.04,2.17,1.53,2.12,0.81,17.8,,,,,,,,,,
1.34,2.04,2.18,1.52,2.11,0.8,17.78,,,,,,,,,,
1.35,2.04,2.18,1.51,2.11,0.79,17.75,,,,,,,,,,
1.36,2.03,2.18,1.5,2.1,0.79,17.72,,,,,,,,,,
1.37,2.03,2.18,1.49,2.09,0.78,17.68,,,,,,,,,,
1.38,2.03,2.18,1.48,2.09,0.77,17.65,,,,,,,,,,
1.39,2.02,2.18,1.47,2.08,0.76,17.62,,,,,,,,,,
1.4,2.02,2.19,1.46,2.07,0.76,17.58,,,,,,,,,,
1.4,2.01,2.19,1.45,2.06,0.75,17.55,1.9,3.41,,,,,,,,
1.41,2.01,2.19,1.44,2.06,0.74,17.51,,,,,,,,,,
1.42,2.01,2.19,1.43,2.05,0.74,17.47,,,,,,,,,,
1.43,2.0,2.19,1.42,2.04,0.73,17.43,,,,,,,,,,
1.44,2.0,2.19,1.41,2.03,0.73,17.39,,,,,,,,,,
1.45,1.99,2.19,1.4,2.02,0.72,17.34,,,,,,,,,,
1.46,1.99,2.2,1.39,2.02,0.71,17.3,,,,,,,,,,
1.47,1.98,2.2,1.38,2.01,0.71,17.25,,,,,,,,,,
1.48,1.98,2.2,1.37,2.0,0.7,17.21,,,,,,,,,,
1.49,1.97,2.2,1.36,1.99,0.69,17.16,,,,,,,,,,
1.49,1.97,2.2,1.35,1.98,0.69,17.11,1.99,3.37,,,,,,,,
1.5,1.96,2.2,1.34,1.98,0.68,17.06,,,,,,,,,,
1.51,1.96,2.2,1.33,1.97,0.68,17.01,,,,,,,,,,
1.52,1.95,2.2,1.32,1.96,0.67,16.95,,,,,,,,,,
1.53,1.95,2.2,1.31,1.95,0.67,16.9,,,,,,,,,,
1.54,1.94,2.2,1.3,1.94,0.66,16.84,,,,,,,,,,
1.55,1.94,2.2,1.29,1.94,0.66,16.79,,,,,,,,,,
1.55,1.93,2.2,1.28,1.93,0.65,16.73,,,,,,,,,,
1.56,1.93,2.2,1.27,1.92,0.64,16.67,,,,,,,,,,
1.57,1.92,2.2,1.26,1.91,0.64,16.61,,,,,,,,,,
1.58,1.92,2.2,1.25,1.9,0.63,16.55,2.08,3.32,,,,,,,,
1.59,1.91,2.2,1.24,1.89,0.63,16.49,,,,,,,,,,
1.59,1.9,2.2,1.23,1.88,0.62,16.42,,,,,,,,,,
1.6,1.9,2.2,1.22,1.87,0.62,16.36,,,,,,,,,,
1.61,1.89,2.2,1.21,1.87,0.62,16.29,,,,,,,,,,
1.62,1.89,2.2,1.2,1.86,0.61,16.22,,,,,,,,,,
1.63,1.88,2.19,1.19,1.85,0.61,16.16,,,,,,,,,,
1.63,1.87,2.19,1.18,1.84,0.6,16.09,,,,,,,,,,
1.64,1.87,2.19,1.17,1.83,0.6,16.02,,,,,,,,,,
1.65,1.86,2.19,1.16,1.82,0.59,15.94,,,,,,,,,,
1.66,1.85,2.19,1.15,1.81,0.59,15.87,2.16,3.25,25.66,26.25,26.99,26.35,1.07,5.33,88.77,93.75
1.66,1.85,2.19,1.14,1.8,0.58,15.8,,,,,,,,,,
1.67,1.84,2.19,1.13,1.79,0.58,15.72,,,,,,,,,,
1.68,1.83,2.18,1.12,1.78,0.58,15.64,,,,,,,,,,
1.69,1.83,2.18,1.12,1.78,0.57,15.57,,,,,,,,,,
1.69,1.82,2.18,1.11,1.77,0.57,15.49,,,,,,,,,,
1.7,1.81,2.18,1.1,1.76,0.57,15.41,,,,,,,,,,
1.71,1.81,2.18,1.09,1.75,0.56,15.33,,,,,,,,,,
